EEG(uV),delta,theta,alpha,beta
2.53296,0.775196,-1.67683,-1.12442,2.54917
3.4729,0.912255,-1.76412,-0.877567,-0.633765
4.29077,1.02976,-1.80211,-0.528689,-3.13187
3.32031,1.12492,-1.79595,-0.173686,-3.38867
1.92871,1.19562,-1.75099,0.122234,-1.77625
0.817871,1.24017,-1.67392,0.317082,0.068552
0.274658,1.25696,-1.57398,0.385704,0.854268
0.476074,1.24431,-1.46219,0.324935,0.567212
1.08032,1.2006,-1.34875,0.161748,0.0850561
2.81982,1.12479,-1.23987,-0.0464787,0.178469
4.1687,1.017,-1.13526,-0.223049,0.898361
5.27344,0.879071,-1.02743,-0.292838,1.67564
5.45654,0.714777,-0.903502,-0.208205,1.82774
4.98047,0.529655,-0.749332,0.0297794,1.0462
5.21851,0.33042,-0.554347,0.36616,-0.401838
5.71899,0.124303,-0.314829,0.709029,-1.81722
6.28662,-0.0814109,-0.0344828,0.961986,-2.47966
6.71997,-0.279641,0.276968,1.05479,-2.10892
7.50122,-0.46368,0.605745,0.959401,-1.02191
7.34863,-0.627355,0.935795,0.690423,0.146003
6.9458,-0.765243,1.24998,0.293732,0.862534
5.95093,-0.873014,1.53043,-0.171263,0.940709
5.09644,-0.947858,1.75863,-0.647328,0.548315
4.30298,-0.988847,1.91607,-1.08681,0.0573545
1.99585,-0.997141,1.98563,-1.45234,-0.20152
-0.500488,-0.976163,1.95274,-1.71808,-0.164216
-1.36719,-0.931744,1.80618,-1.87149,-0.0044876
-0.140381,-0.871941,1.54007,-1.90525,0.191958
2.28882,-0.806137,1.15853,-1.79932,0.614062
3.85132,-0.74358,0.680591,-1.51219,1.4145
4.02832,-0.691981,0.141356,-0.999582,2.2518
4.23584,-0.656772,-0.41252,-0.253225,2.36078
5.5603,-0.641034,-0.930783,0.67032,1.25807
8.01392,-0.645597,-1.36648,1.65554,-0.64019
9.30176,-0.668988,-1.67978,2.56209,-2.25662
8.97217,-0.70743,-1.84057,3.2584,-2.7965
7.20825,-0.755335,-1.83218,3.63587,-2.40925
5.54199,-0.806393,-1.65595,3.61172,-1.86829
5.01709,-0.854829,-1.33326,3.1394,-1.66869
4.3457,-0.896291,-0.903009,2.23112,-1.54748
4.60815,-0.92816,-0.41479,0.976149,-0.891152
4.63867,-0.949429,0.0791792,-0.462744,0.513754
5.17578,-0.960337,0.531382,-1.87687,2.20038
5.50537,-0.961928,0.904279,-3.05352,3.38358
6.51855,-0.955615,1.17327,-3.81841,3.53374
6.93359,-0.942791,1.32757,-4.0672,2.68146
6.01807,-0.924568,1.3691,-3.78226,1.26674
4.03442,-0.901865,1.30882,-3.03683,-0.255683
2.81372,-0.875869,1.16163,-1.98374,-1.61668
4.22974,-0.848498,0.94251,-0.820064,-2.56107
6.86646,-0.822281,0.667022,0.269641,-2.67328
8.28857,-0.799558,0.354841,1.16477,-1.66641
8.14819,-0.781579,0.0318329,1.82164,0.0685592
8.27637,-0.768192,-0.272598,2.24555,1.46683
8.8501,-0.758098,-0.530927,2.45435,1.62813
8.5144,-0.749281,-0.721986,2.46171,0.615847
5.43823,-0.739475,-0.83381,2.27597,-0.729381
1.59912,-0.726972,-0.866572,1.89803,-1.67002
-0.439453,-0.711745,-0.835046,1.32202,-2.02275
-0.189209,-0.696223,-0.766966,0.555631,-1.79636
0.146484,-0.685127,-0.695534,-0.345021,-0.831861
0.463867,-0.684481,-0.649585,-1.25871,0.887898
1.14746,-0.700452,-0.64644,-2.0216,2.78704
1.92261,-0.738382,-0.689217,-2.47522,3.9154
1.92871,-0.802101,-0.767744,-2.51339,3.65361
0.915527,-0.893605,-0.862264,-2.11368,2.10902
0.311279,-1.01316,-0.949103,-1.34755,-0.0603122
1.27563,-1.15965,-1.00607,-0.36317,-2.01726
2.69165,-1.33075,-1.01507,0.658443,-3.03934
3.2959,-1.52278,-0.961981,1.55341,-2.81798
2.09961,-1.73058,-0.83661,2.20419,-1.7105
0.0793457,-1.94791,-0.634948,2.53965,-0.590341
-0.848389,-2.1683,-0.362617,2.52381,-0.195003
-0.646973,-2.38585,-0.0360574,2.15598,-0.486745
0.646973,-2.59559,0.320594,1.48491,-0.702703
1.34888,-2.79321,0.681431,0.617609,-0.124478
2.34985,-2.97459,1.02414,-0.29541,1.18645
4.38843,-3.13544,1.33294,-1.09477,2.43819
7.36694,-3.2709,1.59979,-1.64678,2.85943
10.3149,-3.37522,1.82508,-1.86469,2.3204
10.2905,-3.44136,2.01667,-1.72207,1.20992
7.78198,-3.46138,2.18537,-1.26772,-0.146702
4.81567,-3.42769,2.33668,-0.634656,-1.72363
3.89404,-3.33473,2.46367,-0.0184909,-3.36494
4.15649,-3.18026,2.54611,0.384832,-4.35343
4.3457,-2.96557,2.55656,0.453497,-3.78843
3.43018,-2.69497,2.46893,0.180953,-1.53252
2.76489,-2.37522,2.26459,-0.335966,1.38413
2.30713,-2.01504,1.93498,-0.942791,3.47625
1.14136,-1.62478,1.48217,-1.47687,3.91192
0.476074,-1.21593,0.918372,-1.80574,2.93066
0.939941,-0.800706,0.26477,-1.84959,1.41566
2.17285,-0.391427,-0.449358,-1.58452,0.237616
1.95312,0.000349801,-1.18721,-1.0332,-0.208825
0.250244,0.364485,-1.90682,-0.259029,-0.178219
-2.52075,0.692352,-2.56659,0.631678,-0.327393
-3.77808,0.976395,-3.13205,1.49507,-1.08143
-4.35181,1.20967,-3.58006,2.1788,-2.11992
-4.99878,1.38584,-3.89844,2.56668,-2.58375
-6.45142,1.49944,-4.08324,2.61104,-1.90539
-7.18384,1.54624,-4.13634,2.33558,-0.387815
-6.27441,1.52342,-4.06391,1.81845,1.11276
-3.08838,1.43002,-3.87368,1.17505,2.00299
0.695801,1.26779,-3.57065,0.54509,2.34193
2.86865,1.04232,-3.15354,0.0711742,2.4422
2.40479,0.763506,-2.61576,-0.141649,2.23593
-0.750732,0.444977,-1.95255,-0.0746592,1.20689
-4.19922,0.102301,-1.17133,0.177943,-0.961845
-5.65796,-0.249263,-0.299549,0.432571,-3.67989
-4.46167,-0.596441,0.615548,0.491181,-5.47341
-1.28174,-0.928346,1.51607,0.233576,-4.92108
1.92261,-1.23571,2.34707,-0.323439,-1.82525
2.99072,-1.50969,3.06765,-1.03379,2.37698
2.38037,-1.74121,3.65457,-1.69212,5.39301
0.415039,-1.92128,4.09819,-2.12564,5.55119
-1.28174,-2.04203,4.39483,-2.25801,2.91043
-3.14941,-2.09798,4.54077,-2.11902,-0.834983
-4.88281,-2.08685,4.53009,-1.80909,-3.56234
-5.97534,-2.01005,4.35613,-1.44666,-4.0709
-5.66406,-1.87247,4.01515,-1.1219,-2.57253
-4.07104,-1.68185,3.51127,-0.867549,-0.164874
-3.06396,-1.44761,2.8613,-0.652903,2.00964
-2.55737,-1.17956,2.0968,-0.405683,3.21652
-2.45361,-0.887014,1.26184,-0.0541163,3.17054
-2.71606,-0.578377,0.407329,0.432777,2.00623
-2.45361,-0.261046,-0.415723,1.02672,0.245961
-2.13013,0.0585402,-1.16164,1.64875,-1.38097
-1.42822,0.374916,-1.79341,2.19629,-2.26867
-1.97754,0.68365,-2.28435,2.57301,-2.23807
-3.71094,0.981242,-2.61933,2.70741,-1.61513
-4.96216,1.26472,-2.79645,2.55792,-0.974717
-6.16455,1.53106,-2.82761,2.11514,-0.666385
-7.85522,1.77681,-2.73678,1.40822,-0.55866
-10.6262,1.99784,-2.55653,0.506626,-0.308059
-11.6394,2.18916,-2.32421,-0.489422,0.212305
-9.5459,2.34503,-2.07731,-1.45963,0.904359
-5.76782,2.45981,-1.84599,-2.26511,1.74359
-3.8147,2.52943,-1.645,-2.75458,2.73377
-3.50342,2.55281,-1.47031,-2.79912,3.47458
-4.82788,2.53229,-1.3037,-2.34944,3.13709
-5.82886,2.4729,-1.12262,-1.4768,1.21011
-7.01904,2.38125,-0.909658,-0.365479,-1.75819
-8.72803,2.26441,-0.65806,0.740049,-4.34976
-9.52759,2.12898,-0.37301,1.60436,-5.28224
-9.0271,1.98061,-0.0695328,2.06135,-4.22897
-7.06787,1.82398,0.232601,2.05398,-1.80264
-5.16968,1.66336,0.515566,1.64496,0.9807
-4.87671,1.50337,0.76868,0.990311,3.14943
-6.46362,1.34926,0.989098,0.279809,3.97757
-8.14819,1.20658,1.17775,-0.331108,3.17426
-8.29468,1.08031,1.33402,-0.762773,1.14977
-7.2876,0.974223,1.45365,-1.00657,-0.98688
-6.53687,0.890884,1.53094,-1.08934,-2.03508
-8.24585,0.831967,1.56208,-1.043,-1.59859
-10.8704,0.798298,1.54555,-0.901346,-0.427218
-11.8958,0.78941,1.47967,-0.711187,0.284538
-10.9863,0.803124,1.3611,-0.52753,0.0643561
-9.34448,0.835787,1.18751,-0.386178,-0.436502
-8.39233,0.88315,0.962605,-0.28019,-0.269072
-8.61816,0.941296,0.6988,-0.16631,0.708103
-9.24072,1.0071,0.415608,0.00188134,1.658
-10.4797,1.07812,0.134795,0.23976,1.62268
-12.677,1.15216,-0.124909,0.517379,0.422286
-14.3066,1.22673,-0.351827,0.76799,-1.24884
-13.2263,1.29855,-0.542594,0.915059,-2.37706
-9.14307,1.36385,-0.69889,0.912827,-2.20017
-3.86353,1.41949,-0.819983,0.783623,-0.558197
-0.701904,1.4647,-0.895437,0.62238,1.89382
-0.244141,1.50225,-0.903976,0.55122,3.77527
-1.65405,1.53839,-0.820787,0.644811,3.67403
-4.11377,1.58145,-0.629492,0.875033,1.19342
-6.073,1.63986,-0.332312,1.11145,-2.54042
-6.17065,1.72033,0.046423,1.1775,-5.4771
-4.63257,1.82696,0.46486,0.933406,-5.91541
-4.10156,1.96136,0.873792,0.343562,-3.5547
-5.79834,2.12315,1.22673,-0.508212,0.289273
-9.01489,2.31021,1.48492,-1.46179,3.45982
-10.3638,2.5183,1.61731,-2.34747,4.36848
-9.552,2.74079,1.60055,-3.02862,3.10008
-7.22046,2.96905,1.42244,-3.40408,1.23587
-5.2124,3.19372,1.0878,-3.39555,0.430231
-4.52881,3.40622,0.621559,-2.9523,1.01002
-4.70581,3.59966,0.0660154,-2.07836,1.86329
-5.68848,3.76904,-0.527007,-0.859459,1.60421
-5.95093,3.91093,-1.10556,0.536033,-0.149199
-6.23779,4.02289,-1.62487,1.89028,-2.48293
-6.81152,4.10316,-2.05124,2.98885,-3.99194
-7.19604,4.15046,-2.36311,3.66902,-3.87812
-5.71899,4.16389,-2.55046,3.8501,-2.38216
-2.67944,4.14317,-2.61192,3.5474,-0.32325
-0.109863,4.08931,-2.54999,2.86942,1.56641
-0.140381,4.00531,-2.36742,1.98799,2.80701
-1.98975,3.89622,-2.06825,1.07978,2.98308
-2.73438,3.76834,-1.66291,0.266343,1.85738
-3.04565,3.628,-1.17266,-0.409041,-0.163332
-3.58276,3.48068,-0.629377,-0.959351,-1.98474
-5.10254,3.33061,-0.0718012,-1.41575,-2.59037
-6.5979,3.18045,0.458691,-1.80233,-1.85279
-7.66602,3.03104,0.921682,-2.12705,-0.49489
-8.60596,2.88129,1.28133,-2.37908,0.651431
-9.14917,2.72839,1.51021,-2.52914,1.2393
-9.05151,2.56824,1.5927,-2.53527,1.4063
-7.44019,2.39611,1.52749,-2.35267,1.44465
-4.52881,2.20762,1.3293,-1.94295,1.54558
-1.98975,1.99981,1.02954,-1.28279,1.70347
0.500488,1.77229,0.674389,-0.377632,1.69558
1.03149,1.52774,0.31904,0.719884,1.17781
-0.0549316,1.27173,0.0186091,1.89551,-0.075769
-1.77612,1.01172,-0.182533,2.9752,-1.92963
-3.479,0.755591,-0.259597,3.75298,-3.79631
-3.70483,0.510255,-0.211091,4.04378,-4.81382
-3.33252,0.280877,-0.0561932,3.74398,-4.29042
-3.41797,0.0707493,0.172441,2.87212,-2.1935
-4.82788,-0.118492,0.436525,1.56761,0.662576
-6.16455,-0.286756,0.697479,0.0479953,2.9939
-5.85938,-0.435544,0.919516,-1.44856,3.87256
-3.41797,-0.567744,1.07314,-2.70499,3.37789
-0.610352,-0.686828,1.14035,-3.54384,2.42756
0.250244,-0.795697,1.11905,-3.84074,1.85153
-1.51978,-0.895912,1.02247,-3.55113,1.57898
-2.98462,-0.987869,0.872425,-2.74044,0.812073
-2.58789,-1.07162,0.690679,-1.5842,-0.910311
-0.579834,-1.14745,0.49445,-0.318572,-2.91102
0.494385,-1.21582,0.297407,0.834396,-3.84237
-0.268555,-1.27685,0.11215,1.7196,-3.01601
-0.537109,-1.33029,-0.0499898,2.25744,-1.12142
1.00708,-1.37571,-0.181079,2.42885,0.495195
2.70996,-1.41266,-0.277049,2.26616,1.12561
3.09448,-1.44044,-0.335924,1.84849,1.07385
2.63062,-1.4579,-0.356782,1.28296,0.909993
2.57568,-1.46369,-0.341037,0.672822,0.770723
3.55835,-1.45667,-0.294071,0.0948192,0.492271
3.72314,-1.43611,-0.224955,-0.402304,0.0875068
3.19824,-1.40175,-0.144837,-0.790023,-0.214532
3.50342,-1.35394,-0.0657844,-1.05672,-0.290336
4.29688,-1.29368,0.000102748,-1.2052,-0.211346
5.3772,-1.22253,0.0424333,-1.24431,-0.050172
5.64575,-1.14237,0.0546176,-1.18117,0.180871
5.44434,-1.05515,0.0346649,-1.0231,0.391697
5.05981,-0.962852,-0.0159142,-0.786992,0.386098
4.91333,-0.867735,-0.0940308,-0.504787,0.0604659
4.53491,-0.772456,-0.196365,-0.218664,-0.426324
4.78516,-0.680143,-0.319666,0.0307628,-0.750227
5.57251,-0.594276,-0.460136,0.216733,-0.67099
7.38525,-0.518361,-0.612006,0.335445,-0.17483
8.8562,-0.45539,-0.765817,0.408381,0.543496
8.44116,-0.40733,-0.907926,0.472095,1.1389
5.88379,-0.375067,-1.02312,0.553358,1.1824
2.23389,-0.359081,-1.10046,0.641139,0.36859
0.439453,-0.360595,-1.13916,0.679075,-1.12208
2.50854,-0.382372,-1.14962,0.595752,-2.42604
6.25,-0.428376,-1.14708,0.362012,-2.37928
9.48486,-0.5023,-1.14096,0.0334563,-0.46782
9.48486,-0.605917,-1.12775,-0.262749,2.41109
7.2998,-0.738369,-1.0925,-0.396186,4.29791
4.55933,-0.896789,-1.01798,-0.310695,3.61334
1.69678,-1.07774,-0.89501,-0.0581048,0.508351
-0.280762,-1.27861,-0.728239,0.229067,-3.14372
-1.62964,-1.49847,-0.535557,0.402446,-5.12563
-1.72119,-1.73817,-0.342609,0.363197,-4.39226
-1.20239,-1.99987,-0.175047,0.100934,-1.55991
-0.0915527,-2.2861,-0.0511843,-0.304196,1.7531
2.06909,-2.59868,0.0230436,-0.711197,4.02476
3.2959,-2.93773,0.0559434,-0.965111,4.57514
3.39355,-3.301,0.068222,-0.947306,3.58926
1.77612,-3.68379,0.0871718,-0.618303,1.64973
-0.140381,-4.07964,0.138295,-0.038971,-0.649601
-0.750732,-4.48142,0.237779,0.643928,-2.72822
0.311279,-4.88223,0.38946,1.24894,-3.92569
2.14233,-5.27553,0.587384,1.62716,-3.68141
3.79639,-5.65484,0.821441,1.71142,-1.98863
4.1748,-6.01318,1.082,1.52377,0.357926
4.15039,-6.34294,1.36099,1.14444,2.12826
4.56543,-6.63621,1.65013,0.667839,2.46431
4.15649,-6.88533,1.93876,0.171742,1.46217
2.53296,-7.08345,2.21265,-0.294586,-0.0267519
0.421143,-7.22525,2.45319,-0.712231,-1.15192
-0.0427246,-7.30767,2.63717,-1.08634,-1.56169
1.92871,-7.33025,2.73948,-1.42529,-1.25891
4.26636,-7.29471,2.73928,-1.71095,-0.29414
4.76685,-7.20389,2.62702,-1.88575,1.12995
2.80151,-7.06095,2.40687,-1.87722,2.35111
-1.58691,-6.8694,2.0923,-1.64924,2.42376
-4.52881,-6.63405,1.6978,-1.2411,0.897759
-2.85645,-6.36194,1.23318,-0.757623,-1.48069
0.634766,-6.06225,0.70601,-0.307227,-2.97903
2.06909,-5.74481,0.129986,0.0646471,-2.21503
-1.12305,-5.41858,-0.469703,0.384919,0.385904
-5.41382,-5.09117,-1.06055,0.696437,2.64225
-5.88379,-4.7697,-1.61289,0.995923,2.54495
-3.58276,-4.46155,-2.10598,1.23164,0.277278
-2.16675,-4.17399,-2.52545,1.3561,-1.93151
-2.35596,-3.913,-2.85746,1.36901,-2.09896
-2.19116,-3.68257,-3.08677,1.30997,-0.374086
-1.06812,-3.48442,-3.19915,1.22402,1.45996
0.0366211,-3.31813,-3.18415,1.13931,1.93084
-1.25122,-3.18117,-3.0367,1.0627,0.98441
-4.21143,-3.0694,-2.7596,0.976354,-0.529034
-5.98145,-2.97799,-2.36723,0.83381,-1.83679
-6.01807,-2.90261,-1.88722,0.57431,-2.51467
-4.1626,-2.83987,-1.35664,0.161641,-2.24889
-1.93481,-2.78688,-0.813678,-0.377249,-0.884102
-0.0671387,-2.74041,-0.289104,-0.945023,1.20761
1.08643,-2.69605,0.198306,-1.40653,3.05755
1.28784,-2.6479,0.641169,-1.6427,3.62978
0.360107,-2.58896,1.0391,-1.5979,2.52855
-0.634766,-2.51185,1.39286,-1.30095,0.267548
-1.78223,-2.40986,1.69958,-0.853502,-2.05936
-2.79541,-2.27778,1.95069,-0.392653,-3.41115
-2.28882,-2.11246,2.13298,-0.04427,-3.31375
-0.622559,-1.91279,2.23247,0.117989,-1.95778
1.58691,-1.67919,2.23996,0.0959496,0.0482038
2.03857,-1.41273,2.15571,-0.0389314,1.94022
0.128174,-1.11463,1.98997,-0.184115,2.95144
-1.86768,-0.786391,1.75842,-0.260291,2.55283
-1.80054,-0.430538,1.47594,-0.24607,0.8832
-0.463867,-0.0510294,1.15382,-0.168441,-1.05342
1.19629,0.347034,0.802049,-0.0634125,-1.96069
1.94092,0.758211,0.433267,0.0548271,-1.29279
1.94092,1.17742,0.0643144,0.193958,0.2634
1.23901,1.60017,-0.28581,0.361548,1.38981
-0.57373,2.02237,-0.600122,0.543303,1.22023
-1.86768,2.43976,-0.867804,0.696709,-0.0754859
-2.21558,2.84747,-1.08634,0.764479,-1.54016
0.500488,3.23994,-1.25991,0.704452,-2.11446
3.27148,3.61153,-1.39394,0.522212,-1.26778
5.34058,3.95777,-1.48889,0.282454,0.651679
4.98657,4.27622,-1.53773,0.0822462,2.50143
3.34473,4.56663,-1.52951,-0.00221211,2.9895
2.15454,4.83013,-1.45658,0.0400838,1.5986
1.58691,5.06824,-1.32048,0.150315,-0.918068
1.98975,5.28203,-1.13311,0.235784,-2.99049
3.15552,5.47199,-0.913325,0.220106,-3.34661
3.8269,5.63832,-0.681524,0.0782981,-1.87437
4.04053,5.78138,-0.455132,-0.15855,0.400697
3.71704,5.90182,-0.246818,-0.425648,2.09672
4.02222,6.00063,-0.0650155,-0.655709,2.40152
5.48706,6.07897,0.0851961,-0.799325,1.51368
7.19604,6.13828,0.202427,-0.827682,0.342399
7.94067,6.18058,0.289973,-0.727837,-0.278538
6.75049,6.20861,0.355224,-0.505674,-0.243857
5.2124,6.22555,0.406199,-0.197704,-0.139996
4.55933,6.23416,0.447004,0.125066,-0.539362
5.77393,6.23621,0.47585,0.377373,-1.31019
7.42188,6.2324,0.487449,0.49789,-1.67454
8.69751,6.22292,0.477836,0.478718,-1.00172
8.80737,6.20802,0.447804,0.363911,0.47154
7.20215,6.18828,0.402523,0.218613,1.73761
4.15039,6.1642,0.347598,0.0893187,1.82051
1.28784,6.13532,0.283875,-0.0211232,0.551417
-0.238037,6.09929,0.204365,-0.148161,-1.26165
0.280762,6.05152,0.0959612,-0.331238,-2.3445
1.48315,5.9857,-0.0542428,-0.571818,-1.8116
2.6062,5.89495,-0.251374,-0.813016,0.184805
3.46069,5.77312,-0.488043,-0.956207,2.49423
3.42407,5.61571,-0.744428,-0.904312,3.72682
3.30811,5.42029,-0.992432,-0.606758,3.16894
4.30298,5.18644,-1.20151,-0.0832756,1.19245
6.23779,4.91571,-1.34332,0.58423,-1.04622
6.5979,4.61163,-1.39402,1.28211,-2.39494
3.75366,4.2796,-1.33654,1.89138,-2.51439
-0.524902,3.92612,-1.16525,2.29418,-2.06564
-2.44751,3.55722,-0.891552,2.377,-1.94497
0.384521,3.17733,-0.544241,2.0612,-2.18194
3.60107,2.78931,-0.161032,1.35855,-1.75814
3.92456,2.39575,0.224093,0.401676,0.170188
0.927734,2.00002,0.588024,-0.596371,2.90194
-1.33667,1.6061,0.916137,-1.43395,4.4668
-0.134277,1.21772,1.19617,-1.99196,3.54215
3.32642,0.837893,1.41682,-2.23619,0.927285
4.87671,0.46947,1.57233,-2.1744,-1.18371
3.88794,0.116065,1.66669,-1.82904,-1.40599
1.83716,-0.217807,1.7114,-1.25076,-0.40351
0.915527,-0.52749,1.71854,-0.540448,0.115979
2.15454,-0.809097,1.69536,0.162224,-0.649231
3.45459,-1.05983,1.64436,0.725536,-1.86522
3.22876,-1.27766,1.56688,1.07124,-2.15144
1.68457,-1.46108,1.46528,1.18444,-1.11387
0.384521,-1.60924,1.34174,1.09073,0.345688
0.708008,-1.72247,1.19604,0.831437,1.10347
2.2644,-1.80232,1.02599,0.459203,0.947495
4.43726,-1.85122,0.830932,0.0466184,0.59374
5.96313,-1.87155,0.615867,-0.314108,0.756022
7.02515,-1.86495,0.392926,-0.532003,1.36721
6.41479,-1.83205,0.179136,-0.550212,1.68914
5.0415,-1.77272,-0.0086844,-0.372996,1.05083
2.83813,-1.68692,-0.159856,-0.0721858,-0.535689
0.891113,-1.57562,-0.274153,0.232547,-2.34151
-0.43335,-1.44161,-0.362705,0.413984,-3.39644
-0.952148,-1.28983,-0.44498,0.383311,-3.08279
-1.11084,-1.12718,-0.543017,0.12346,-1.47484
-0.506592,-0.961762,-0.675037,-0.303421,0.732035
0.57373,-0.802092,-0.85028,-0.775119,2.63042
2.54517,-0.656051,-1.06593,-1.14487,3.58159
4.73633,-0.529931,-1.30627,-1.2803,3.46011
6.68335,-0.427596,-1.54413,-1.09691,2.54593
7.52563,-0.349982,-1.74494,-0.581715,1.21576
6.5918,-0.295176,-1.87329,0.195166,-0.292321
3.9856,-0.259177,-1.90117,1.08444,-1.87868
1.59912,-0.237249,-1.81593,1.88199,-3.38478
-0.0549316,-0.225371,-1.6247,2.37691,-4.39561
0.421143,-0.221194,-1.35269,2.41497,-4.30554
1.80054,-0.224129,-1.03579,1.95478,-2.72121
2.99683,-0.234671,-0.710447,1.08938,0.0756614
2.23999,-0.253505,-0.405738,0.0177486,3.01899
1.19019,-0.281017,-0.140668,-1.0241,4.73574
1.57471,-0.317338,0.0740839,-1.83649,4.43332
3.8208,-0.362446,0.234231,-2.29592,2.54531
4.76685,-0.415872,0.342229,-2.35506,0.428855
2.80762,-0.476293,0.407522,-2.0314,-0.802548
-0.634766,-0.541713,0.44286,-1.4082,-1.18961
-2.75879,-0.610416,0.457461,-0.634427,-1.55709
-2.49634,-0.681987,0.452544,0.106074,-2.28893
-1.12915,-0.75755,0.423266,0.656921,-2.73419
-0.695801,-0.839108,0.365161,0.94506,-1.96788
-1.69678,-0.928648,0.279434,0.991519,0.00371419
-3.41187,-1.0277,0.173354,0.875056,2.00784
-4.01001,-1.13745,0.0569455,0.682007,2.72478
-3.18604,-1.25897,-0.0600128,0.477692,1.8857
-1.94092,-1.39307,-0.168068,0.30732,0.440637
-1.10474,-1.53975,-0.256301,0.206849,-0.406706
-0.946045,-1.69777,-0.311561,0.202894,-0.270093
-0.98877,-1.86443,-0.320181,0.300556,0.259535
-0.750732,-2.03579,-0.271145,0.473543,0.359566
-1.00708,-2.20709,-0.158833,0.667936,-0.231893
-1.9043,-2.37312,0.0153999,0.816897,-1.10989
-3.25928,-2.52874,0.242411,0.856552,-1.70045
-4.39453,-2.66948,0.505125,0.739007,-1.72677
-4.44336,-2.79205,0.77989,0.444978,-1.24575
-4.25415,-2.89445,1.03996,-0.00403851,-0.425245
-4.57764,-2.97582,1.26018,-0.542355,0.558893
-4.98047,-3.03611,1.42072,-1.07407,1.4421
-4.80957,-3.07587,1.50876,-1.49964,1.89543
-3.80249,-3.09603,1.51908,-1.73946,1.76796
-2.6001,-3.09759,1.45454,-1.74519,1.24574
-1.2085,-3.08111,1.32637,-1.50251,0.679045
-0.0366211,-3.04634,1.15315,-1.03207,0.266687
0.628662,-2.99195,0.95833,-0.389747,-0.0604418
0.0610352,-2.91568,0.766237,0.335745,-0.497149
-1.71509,-2.81479,0.597121,1.02949,-1.1573
-3.1189,-2.68692,0.462285,1.56405,-1.94303
-3.41187,-2.53093,0.361488,1.82521,-2.50414
-4.02832,-2.34743,0.28427,1.74637,-2.37218
-5.11475,-2.13875,0.214118,1.33335,-1.33637
-5.68848,-1.90883,0.132807,0.663507,0.25714
-4.15649,-1.66294,0.0241285,-0.134791,1.72697
-1.12305,-1.40701,-0.121809,-0.904832,2.63004
-0.0976562,-1.14658,-0.304107,-1.4841,2.97669
-2.44141,-0.885934,-0.510127,-1.74122,2.81291
-5.15137,-0.628101,-0.720954,-1.62628,1.85983
-6.29272,-0.37582,-0.920126,-1.19941,-0.0597832
-5.2002,-0.132363,-1.09878,-0.60443,-2.29841
-3.32642,0.0984372,-1.25397,-0.00024136,-3.52274
-2.03247,0.312941,-1.38315,0.502617,-2.82985
-0.646973,0.508595,-1.47991,0.8639,-0.656627
0.476074,0.684516,-1.53336,1.09609,1.52942
0.98877,0.841657,-1.53045,1.232,2.41282
-0.488281,0.982578,-1.45979,1.29582,1.69065
-3.41187,1.11072,-1.31669,1.2833,-0.0220726
-6.64673,1.22923,-1.10823,1.15593,-1.8152
-8.55713,1.33964,-0.855738,0.857297,-2.93159
-7.68433,1.44119,-0.592097,0.351934,-2.86938
-4.57153,1.53107,-0.353098,-0.32942,-1.4244
-0.946045,1.60581,-0.165876,-1.06629,1.12086
0.817871,1.66301,-0.0399236,-1.67083,3.8244
0.701904,1.70257,0.0344247,-1.95582,5.31006
-0.817871,1.72678,0.079404,-1.81585,4.52339
-1.62354,1.73952,0.119322,-1.27625,1.562
-2.69775,1.74508,0.171831,-0.483396,-2.17458
-3.8269,1.74721,0.243915,0.352013,-4.8207
-4.30298,1.74859,0.332039,1.02465,-5.2511
-4.26025,1.75053,0.424973,1.39062,-3.64348
-4.02222,1.75316,0.508171,1.39845,-1.07994
-3.24097,1.75572,0.568365,1.09127,1.25423
-0.701904,1.7572,0.59738,0.585202,2.66647
2.65503,1.75705,0.595273,0.0371335,3.12353
4.50439,1.75606,0.572289,-0.391453,2.96707
3.86963,1.75697,0.54733,-0.577709,2.38926
2.14844,1.76411,0.541512,-0.482041,1.21409
1.81885,1.78233,0.569554,-0.168197,-0.670454
1.70898,1.81586,0.634275,0.223214,-2.72657
0.592041,1.86754,0.726513,0.534293,-3.91096
-1.48926,1.9385,0.827988,0.643597,-3.56579
-3.4729,2.02774,0.914146,0.491129,-2.02467
-2.86865,2.1319,0.95726,0.0833984,-0.211614
-0.384521,2.24548,0.931908,-0.504469,1.254
3.19824,2.36201,0.822895,-1.13085,2.40334
7.35474,2.47563,0.632425,-1.61013,3.43568
10.1746,2.58274,0.382731,-1.76161,4.13246
10.3333,2.68284,0.112191,-1.47238,3.85284
7.92236,2.77836,-0.134917,-0.752003,2.05224
3.9917,2.87321,-0.322071,0.246149,-1.13376
2.92969,2.9708,-0.431977,1.25771,-4.64146
4.40063,3.07254,-0.469831,1.99554,-6.78948
6.01196,3.17756,-0.456761,2.25853,-6.19295
5.81665,3.28349,-0.418862,2.00037,-2.87568
3.61328,3.38718,-0.379562,1.3208,1.41227
